row,record,x,y,amplitude,thickness
3,9,64.0,-21.305105209350586,196511.1826713985,19.402105263157893
3,10,64.0,-20.20295524597168,201487.59640205748,19.402105263157893
3,11,64.0,-19.231515884399414,176343.1724234722,19.402105263157893
3,12,64.0,-18.1632080078125,151271.6727138196,19.402105263157893
3,13,64.0,-17.277225494384766,156243.81446218712,19.402105263157893
3,14,64.0,-16.198896408081055,167561.60512606232,19.402105263157893
3,15,64.0,-15.333671569824219,115978.75388180408,19.6608
3,16,64.0,-14.228400230407715,119991.77683237536,18.904615384615383
3,17,64.0,-13.230839729309082,88920.99611099862,20.19945205479452
3,18,64.0,-12.295980453491211,100258.63438706288,20.479999999999997
3,19,64.0,-11.27112865447998,70386.81933197811,21.065142857142853
3,20,64.0,-10.258272171020508,90794.92910947185,20.76845070422535
3,21,64.0,-9.283775329589844,54987.25940241441,20.479999999999997
3,22,64.0,-8.278894424438477,57736.88621190311,20.19945205479452
3,23,64.0,-7.302793025970459,46407.19809464166,19.926486486486482
3,24,64.0,-6.261631011962891,46325.419743563805,19.402105263157893
3,25,64.0,-5.140275001525879,30291.186275277494,19.150129870129867
3,26,64.0,-4.295282363891602,77615.73641290764,8.57302325581395
3,27,64.0,-3.1144280433654785,78072.09746212892,15.201649484536079
3,28,64.0,-2.3223655223846436,96977.88529348667,15.046530612244894
3,29,64.0,-1.138452410697937,126203.46395296845,14.894545454545451
3,30,64.0,-0.2684466540813446,145457.5422500056,14.456470588235291
3,31,64.0,0.8082371950149536,202166.94474854248,14.316116504854367
3,32,64.0,1.685844898223877,210480.0412457184,14.316116504854367
3,33,64.0,2.830230236053467,280554.92484155315,14.316116504854367
3,34,64.0,3.6293985843658447,239898.56470173196,14.456470588235291
3,35,64.0,4.746085166931152,202616.29604108888,14.745599999999996
3,36,64.0,5.910566806793213,170963.07600018493,15.201649484536079
3,37,64.0,6.751922607421875,196750.5172034892,15.521684210526313
3,38,64.0,7.903069019317627,219931.0963969566,15.686808510638294
3,39,64.0,8.671575546264648,183480.42718940374,15.686808510638294
3,40,64.0,9.850371360778809,237593.60912929793,15.686808510638294
3,41,64.0,10.66798210144043,225126.12576416283,15.686808510638294
3,42,64.0,11.834625244140625,215745.96771598034,15.686808510638294
3,43,64.0,12.703085899353027,138793.7918101963,15.686808510638294
3,44,64.0,13.864529609680176,260410.72241324192,15.855483870967738
3,45,64.0,14.726850509643555,215442.55873066853,16.027826086956516
3,46,64.0,15.838250160217285,207168.324160123,16.20395604395604
3,47,64.0,16.770877838134766,144782.40458128555,16.383999999999997
3,48,64.0,17.854272842407227,226854.27588312485,16.383999999999997
3,49,64.0,18.898643493652344,323329.0208929771,16.20395604395604
3,50,64.0,19.83473777770996,454206.42338958976,16.20395604395604
3,51,64.0,20.84219741821289,391564.8780813414,16.027826086956516
3,52,64.0,21.937929153442383,531805.9917322438,14.178461538461537
3,53,64.0,22.775012969970703,410704.888278723,15.855483870967738
3,54,64.0,23.897369384765625,342617.8280865704,15.855483870967738
3,55,64.0,24.884990692138672,467960.41056837264,15.855483870967738
3,56,64.0,25.90443229675293,217769.46467524662,16.027826086956516
3,57,64.0,26.866140365600586,251328.40394257617,16.027826086956516
3,58,64.0,27.6404972076416,207347.61777116943,16.20395604395604
3,59,64.0,28.863384246826172,142615.37313734167,17.1460465116279
3,60,64.0,29.793336868286133,266831.5044246381,17.1460465116279
3,61,64.0,30.88984489440918,289046.1524420782,17.1460465116279
3,62,64.0,31.846193313598633,294583.8252479209,17.1460465116279
3,63,64.0,32.91086959838867,329930.9144504913,17.1460465116279
3,64,64.0,33.859561920166016,393923.98974230903,17.1460465116279
3,65,64.0,34.957847595214844,224459.44602599659,17.347764705882348
3,66,64.0,35.96111297607422,182923.097620038,17.55428571428571
3,67,64.0,36.929080963134766,160979.7120760489,17.55428571428571
3,68,64.0,37.95835494995117,279007.6150504075,10.922666666666665
3,69,64.0,38.97906494140625,35000000.0,11.086917293233082
3,70,64.0,39.831642150878906,35000000.0,22.685538461538457
3,71,64.0,41.02720642089844,35000000.0,30.0
3,72,64.0,41.844093322753906,35000000.0,18.432
4,0,66.0,42.10939025878906,35000000.0,30.0
4,1,66.0,41.424007415771484,35000000.0,30.0
4,2,66.0,40.266998291015625,35000000.0,30.0
4,3,66.0,39.382503509521484,14762493.261333978,14.178461538461537
4,4,66.0,38.28049087524414,49029.60100309927,17.55428571428571
4,5,66.0,37.41764831542969,86851.55228897338,17.347764705882348
4,6,66.0,36.18292999267578,101461.66918051984,17.1460465116279
4,7,66.0,35.369266510009766,108106.99946806343,16.948965517241376
4,8,66.0,34.09272384643555,42181.57569234057,16.75636363636363
4,9,66.0,33.10874557495117,66894.85330203573,16.568089887640447
4,10,66.0,32.12769317626953,102977.93587758481,16.568089887640447
4,11,66.0,31.162199020385742,123703.1601849024,16.568089887640447
4,12,66.0,30.066024780273438,68479.2813783546,16.20395604395604
4,13,66.0,29.183195114135742,164522.3672505086,15.855483870967738
4,14,66.0,28.047306060791016,216253.6601402916,15.855483870967738
4,15,66.0,27.258447647094727,310816.393716473,15.855483870967738
4,16,66.0,26.045154571533203,431871.9480460084,15.686808510638294
4,17,66.0,25.25545883178711,417832.31853905285,15.686808510638294
4,18,66.0,24.10112190246582,494384.06128624594,15.686808510638294
4,19,66.0,23.094900131225586,530930.7989396964,15.855483870967738
4,20,66.0,22.1326904296875,437568.1333029018,15.855483870967738
4,21,66.0,21.06961441040039,577409.2091077752,16.027826086956516
4,22,66.0,20.139434814453125,444504.5700949214,16.027826086956516
4,23,66.0,19.078149795532227,246440.2517118349,16.027826086956516
4,24,66.0,18.007400512695312,273058.09676670644,15.855483870967738
4,25,66.0,17.05480194091797,301782.84679951763,15.686808510638294
4,26,66.0,16.19270133972168,253112.42459711523,15.521684210526313
4,27,66.0,15.075457572937012,349352.0094099859,15.521684210526313
4,28,66.0,14.184720993041992,379044.7207841514,15.359999999999998
4,29,66.0,13.038104057312012,258872.7695362161,15.359999999999998
4,30,66.0,12.208953857421875,306982.143222802,15.521684210526313
4,31,66.0,11.131428718566895,277397.64222159004,15.521684210526313
4,32,66.0,9.930057525634766,233304.77048242625,15.521684210526313
4,33,66.0,9.10247802734375,213333.8132420122,15.686808510638294
4,34,66.0,8.050348281860352,165941.85601210504,15.521684210526313
4,35,66.0,7.103903293609619,106385.6108320642,14.04342857142857
4,36,66.0,5.9939961433410645,205132.3380677881,14.178461538461537
4,37,66.0,4.939418315887451,336997.32192472677,14.316116504854367
4,38,66.0,4.062456130981445,336603.6026044427,14.316116504854367
4,39,66.0,2.909961700439453,161239.3625533359,14.316116504854367
4,40,66.0,2.0092978477478027,187728.6080536612,14.316116504854367
4,41,66.0,0.8805050253868103,97613.64993909377,14.599603960396037
4,42,66.0,0.03439601883292198,108933.46846679202,13.528073394495411
4,43,66.0,-1.1640586853027344,95909.12341236502,11.610708661417322
4,44,66.0,-1.9316214323043823,68254.05756949206,11.796479999999997
4,45,66.0,-2.9428157806396484,30426.180929539096,8.330847457627117
4,46,66.0,-3.9471065998077393,20937.03317838755,6.826666666666665
4,47,66.0,-4.98704719543457,32029.66729465995,9.701052631578946
4,48,66.0,-6.088369846343994,44322.97443566743,19.926486486486482
4,49,66.0,-6.911537170410156,57757.342722703,20.19945205479452
4,50,66.0,-8.071727752685547,78732.14794870347,20.479999999999997
4,51,66.0,-8.868802070617676,83154.5788861721,20.479999999999997
4,52,66.0,-10.065707206726074,410616.85517745966,30.0
4,53,66.0,-10.838902473449707,62906.38100483862,20.479999999999997
4,54,66.0,-11.944703102111816,72620.01389298248,20.479999999999997
4,55,66.0,-12.86396312713623,105800.5023113328,19.926486486486482
4,56,66.0,-13.825333595275879,115201.26024595789,19.926486486486482
4,57,66.0,-14.882681846618652,559134.0762858923,19.402105263157893
4,58,66.0,-15.80085277557373,464845.5394367921,19.6608
4,59,66.0,-16.890663146972656,666338.7467279162,30.0
4,60,66.0,-17.69600486755371,120211.82597714677,19.6608
4,61,66.0,-18.840429306030273,190473.48568455997,19.6608
4,62,66.0,-19.693246841430664,176965.95122253674,19.6608
4,63,66.0,-20.84480857849121,164874.52319889012,19.6608
4,64,66.0,-21.722702026367188,174861.88413183423,19.6608
4,65,66.0,-22.802541732788086,139956.4471366965,19.926486486486482
4,66,66.0,-23.719945907592773,146455.76005310402,20.19945205479452
4,67,66.0,-24.946462631225586,679626.1360570533,30.0
4,68,66.0,-26.146703720092773,633400.8029850428,30.0
4,69,66.0,-27.002971649169922,354012.66318121785,30.0
4,70,66.0,-27.982879638671875,91583.33024483014,19.926486486486482
4,71,66.0,-29.010337829589844,74568.41888592343,19.402105263157893
4,72,66.0,-29.980121612548828,133366.581043912,21.065142857142853
5,0,68.0,-29.314861297607422,50754.63633725798,18.904615384615383
5,1,68.0,-28.372690200805664,77483.57335700035,19.926486486486482
5,2,68.0,-27.413768768310547,164434.3708098701,19.926486486486482
5,3,68.0,-26.40241050720215,121996.50718650113,20.19945205479452
5,4,68.0,-25.45948028564453,128209.8284289946,19.926486486486482
5,5,68.0,-24.381696701049805,130770.96426418051,19.926486486486482
5,6,68.0,-23.32061004638672,142672.02844444293,19.926486486486482
5,7,68.0,-22.511911392211914,155117.94976954604,19.926486486486482
5,8,68.0,-21.29587745666504,183965.5443972888,19.926486486486482
5,9,68.0,-20.421314239501953,137698.84198859715,19.926486486486482
5,10,68.0,-19.268478393554688,179788.11206281022,19.6608
5,11,68.0,-18.404701232910156,143589.74983502808,19.926486486486482
5,12,68.0,-17.268461227416992,128262.80669100088,19.926486486486482
5,13,68.0,-16.482624053955078,117554.96962501688,19.926486486486482
5,14,68.0,-15.318583488464355,149899.84415612943,19.926486486486482
5,15,68.0,-14.506855964660645,118756.39127601623,20.19945205479452
5,16,68.0,-13.314593315124512,122437.59785310403,20.19945205479452
5,17,68.0,-12.187478065490723,128716.837033112,20.479999999999997
5,18,68.0,-11.36091136932373,90834.2277787528,20.479999999999997
5,19,68.0,-10.265399932861328,67446.59110528714,20.479999999999997
5,20,68.0,-9.379108428955078,97609.33224475215,20.479999999999997
5,21,68.0,-8.300370216369629,81091.86806710681,20.479999999999997
5,22,68.0,-7.407199382781982,62275.02055508482,15.201649484536079
5,23,68.0,-6.250687122344971,49210.32613956014,15.046530612244894
5,24,68.0,-5.427426815032959,66206.71342347447,14.316116504854367
5,25,68.0,-4.270946979522705,81661.70242901232,30.0
5,26,68.0,-3.3918216228485107,361802.51414465014,30.0
5,27,68.0,-2.233476161956787,418663.340208651,11.891612903225806
5,28,68.0,-1.4124484062194824,2051878.7444031986,30.0
5,29,68.0,-0.2899223864078522,64520.33185862675,11.702857142857141
5,30,68.0,0.7534568905830383,74433.969638349,15.046530612244894
5,31,68.0,1.832213282585144,101940.97256481604,14.745599999999996
5,32,68.0,2.7872695922851562,199403.9457676369,14.599603960396037
5,33,68.0,3.969520092010498,330790.22389994725,14.456470588235291
5,34,68.0,4.724660873413086,628741.9110668066,14.316116504854367
5,35,68.0,5.873612403869629,146215.73582080973,14.316116504854367
5,36,68.0,6.708144187927246,114644.57702973411,15.359999999999998
5,37,68.0,7.838642597198486,134334.45105583273,15.521684210526313
5,38,68.0,8.810918807983398,208987.02571935565,15.686808510638294
5,39,68.0,9.867185592651367,261348.75474903648,15.521684210526313
5,40,68.0,10.758634567260742,283159.87104449683,15.521684210526313
5,41,68.0,11.857497215270996,287806.5616527788,15.359999999999998
5,42,68.0,12.928390502929688,571805.152957636,15.359999999999998
5,43,68.0,13.906578063964844,295752.7552145511,15.359999999999998
5,44,68.0,14.871944427490234,552825.5819437882,15.521684210526313
5,45,68.0,15.839435577392578,249272.86484980254,15.521684210526313
5,46,68.0,16.81549835205078,638446.0535701468,30.0
5,47,68.0,17.781906127929688,604519.709645759,30.0
5,48,68.0,18.83052635192871,393274.1173365105,15.855483870967738
5,49,68.0,19.851905822753906,456042.73851711454,16.027826086956516
5,50,68.0,20.917362213134766,576043.8631893313,15.855483870967738
5,51,68.0,21.945650100708008,514468.32374068577,15.855483870967738
5,52,68.0,22.839441299438477,729476.4535270676,15.686808510638294
5,53,68.0,23.92999839782715,310086.93155879783,15.686808510638294
5,54,68.0,24.804471969604492,394203.06876826216,15.686808510638294
5,55,68.0,25.89202880859375,237185.068998217,15.686808510638294
5,56,68.0,26.9094295501709,213099.54888942282,15.855483870967738
5,57,68.0,27.855470657348633,163215.30777705455,15.855483870967738
5,58,68.0,28.97207260131836,130839.75218091607,16.027826086956516
5,59,68.0,29.830821990966797,99669.31951472264,16.383999999999997
5,60,68.0,31.077909469604492,155052.5730103665,16.20395604395604
5,61,68.0,31.869983673095703,225796.09188858085,16.20395604395604
5,62,68.0,33.01893615722656,62935.539242790845,16.383999999999997
5,63,68.0,33.89485549926758,181054.39655495805,16.568089887640447
5,64,68.0,35.07810974121094,159414.0720903653,16.75636363636363
5,65,68.0,35.9674186706543,102111.53959478429,17.1460465116279
5,66,68.0,37.02701950073242,61800.06300120795,17.55428571428571
5,67,68.0,37.97188186645508,108904.50268736303,13.910943396226413
5,68,68.0,38.981754302978516,35000000.0,14.316116504854367
5,69,68.0,40.10593032836914,35000000.0,14.178461538461537
5,70,68.0,41.070613861083984,35000000.0,30.0
5,71,68.0,42.060218811035156,35000000.0,30.0
6,0,70.0,42.50172805786133,35000000.0,23.039999999999996
6,1,70.0,41.64238739013672,35000000.0,30.0
6,2,70.0,40.447731018066406,35000000.0,9.896375838926172
6,3,70.0,39.57977294921875,529777.514122812,17.765783132530117
6,4,70.0,38.488494873046875,84244.19379636792,8.330847457627117
6,5,70.0,37.50736618041992,98675.37669717721,17.347764705882348
6,6,70.0,36.52541732788086,91882.17887553397,16.568089887640447
6,7,70.0,35.477909088134766,71249.82045913704,16.568089887640447
6,8,70.0,34.45524215698242,39397.89521923095,16.027826086956516
6,9,70.0,33.28032302856445,47486.20037139104,16.20395604395604
6,10,70.0,32.415679931640625,38231.70357210746,16.383999999999997
6,11,70.0,31.247188568115234,86215.581142928,10.239999999999998
6,12,70.0,30.41260528564453,103607.30768248215,16.383999999999997
6,13,70.0,29.24532127380371,158020.6707632779,16.027826086956516
6,14,70.0,28.452497482299805,184524.3950338844,15.855483870967738
6,15,70.0,27.26152229309082,254459.92327640025,15.686808510638294
6,16,70.0,26.44736099243164,272170.5933943126,15.686808510638294
6,17,70.0,25.314470291137695,327402.22604628914,15.686808510638294
6,18,70.0,24.46085548400879,437904.25963916816,15.686808510638294
6,19,70.0,23.32880973815918,387162.50017739914,15.855483870967738
6,20,70.0,22.452877044677734,430378.0641741261,15.855483870967738
6,21,70.0,21.33640480041504,433702.8428990318,15.855483870967738
6,22,70.0,20.246431350708008,295475.83225750807,15.855483870967738
6,23,70.0,19.376949310302734,294988.28495224856,15.855483870967738
6,24,70.0,18.254505157470703,331255.7724900433,15.686808510638294
6,25,70.0,17.365510940551758,421899.17605572095,15.521684210526313
6,26,70.0,16.282567977905273,504974.3685534527,15.359999999999998
6,27,70.0,15.301459312438965,468365.2784425758,15.201649484536079
6,28,70.0,14.205945014953613,387767.9157638642,15.201649484536079
6,29,70.0,13.325690269470215,398241.01239294355,15.201649484536079
6,30,70.0,12.226053237915039,426496.65474596847,15.359999999999998
6,31,70.0,11.274759292602539,414649.1403220095,15.521684210526313
6,32,70.0,10.254661560058594,239095.68125765288,15.521684210526313
6,33,70.0,9.288253784179688,289441.56600207987,15.521684210526313
6,34,70.0,8.285185813903809,245426.92338941418,15.201649484536079
6,35,70.0,7.3006272315979,229116.95489217396,14.894545454545451
6,36,70.0,6.303127288818359,220248.95851306128,14.745599999999996
6,37,70.0,5.363226890563965,202765.2372391187,14.894545454545451
6,38,70.0,4.176797866821289,194819.85526913818,15.046530612244894
6,39,70.0,3.3927576541900635,159157.31641520697,15.046530612244894
6,40,70.0,2.1974759101867676,81805.97973588512,15.201649484536079
6,41,70.0,1.396780252456665,103254.92868818977,11.796479999999997
6,42,70.0,0.22456151247024536,83247.18760710364,11.891612903225806
6,43,70.0,-0.6944184303283691,49008.61106491686,11.988292682926827
6,44,70.0,-1.726179838180542,112847.10607453823,12.287999999999997
6,45,70.0,-2.8025829792022705,83137.4304600022,7.123478260869564
6,46,70.0,-3.724111795425415,53864.04308010479,14.456470588235291
6,47,70.0,-4.617282390594482,45807.64127274048,14.894545454545451
6,48,70.0,-5.7021379470825195,43258.49335406779,15.046530612244894
6,49,70.0,-6.625263214111328,57851.81431620755,20.479999999999997
6,50,70.0,-7.660032272338867,77833.90568800193,20.479999999999997
6,51,70.0,-8.855447769165039,79057.4498377563,20.479999999999997
6,52,70.0,-9.667487144470215,75828.71055234599,20.479999999999997
6,53,70.0,-10.831937789916992,92535.48997958969,20.19945205479452
6,54,70.0,-11.629108428955078,110516.20714425707,20.19945205479452
6,55,70.0,-12.802220344543457,129691.89556149261,20.19945205479452
6,56,70.0,-13.78046703338623,147804.96721209027,20.19945205479452
6,57,70.0,-14.775032997131348,113193.7392694894,20.19945205479452
6,58,70.0,-15.783946990966797,100633.74761407262,19.926486486486482
6,59,70.0,-16.71554183959961,117830.4125189499,19.926486486486482
6,60,70.0,-17.74982452392578,168366.66559982733,19.926486486486482
6,61,70.0,-18.76978874206543,187636.64730019207,19.926486486486482
6,62,70.0,-19.725984573364258,194244.41658534692,19.926486486486482
6,63,70.0,-20.777772903442383,150128.22095913943,19.926486486486482
6,64,70.0,-21.86723518371582,117209.7780132231,19.926486486486482
6,65,70.0,-22.78575325012207,113135.83694572259,19.926486486486482
6,66,70.0,-23.786563873291016,114414.13148485201,19.926486486486482
6,67,70.0,-24.82404327392578,129076.81126078354,19.926486486486482
6,68,70.0,-25.887798309326172,134713.59293205442,19.926486486486482
6,69,70.0,-26.866140365600586,98064.66691216489,19.926486486486482
6,70,70.0,-28.025829315185547,76641.56196894414,19.402105263157893
6,71,70.0,-29.035188674926758,74124.59818265628,18.904615384615383
6,72,70.0,-30.204917907714844,102826.91147682356,18.6653164556962
