row,record,x,y,frequency,thickness,expected_thickness,amplitude,noise_amplitude,noise_ratio,thickness_frequency_amplitude,p_wave_integral,y_loc,left_clipped,right_clipped,left_amp_max,right_amp_max,exp_decay,time_delay,contact_time,starting_frequency,ending_frequency,frequency_range,x_localized,y_localized,frequencies,mean_amplitudes,x_bin,y_bin
1,10,1,10,3564.4531250000005,20.19945205479452,12.0,154260.0633074268,4994.895932905081,0.18636424273945776,24.229237730978156,130213.97281090735,-22.442867279052734,0,0,192956.5429687501,203833.0078124999,0.0,18.071999999999996,8.4e-05,2099.6093750000005,13623.046875000002,11523.437500000002,60.0,-22.442867279052734,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[4.55731111e-32 1.06062406e-02 3.40263519e-02 ... 9.93471188e-06
 4.00106448e-06 6.25070714e-06]",,
1,11,1,11,3564.4531250000005,20.19945205479452,12.0,154044.0102218472,6023.0463200028225,0.23908909955275834,24.421856673339835,131129.16728279332,-21.604585647583008,0,0,56799.31640625002,95068.35937500003,0.0,17.856,8.7e-05,1757.8125000000002,14257.812500000002,12500.000000000002,60.0,-21.604585647583008,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[4.40911583e-34 5.23741544e-03 1.72746227e-02 ... 8.53968391e-06
 7.73191121e-06 1.29555758e-05]",,
1,12,1,12,3564.4531250000005,20.19945205479452,12.0,116939.34584796657,1701.5586257726036,0.0734523030064659,18.89293188016264,142947.69483328686,-20.48949432373047,0,0,146228.02734374994,125683.59375000004,0.0,17.784,8.5e-05,1904.2968750000002,14306.640625000002,12402.343750000002,60.0,-20.48949432373047,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[4.78930137e-32 6.69650125e-03 1.96726645e-02 ... 9.89764608e-06
 1.55092075e-05 2.48565570e-05]",,
1,13,1,13,3564.4531250000005,20.19945205479452,12.0,143863.43240299314,3353.1332230934,0.12764960705178657,21.864225083966108,169369.5360779,-19.618080139160156,0,0,152270.50781249994,51562.499999999956,0.0,17.856,9e-05,1513.6718750000002,12500.000000000002,10986.328125000002,60.0,-19.618080139160156,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[7.12391187e-32 4.27219651e-03 1.36278519e-02 ... 6.61386797e-06
 3.06167304e-06 6.26833385e-06]",,
1,14,1,14,3564.4531250000005,20.19945205479452,12.0,151793.76038336573,7805.152474391903,0.3101808706751767,24.570440142657333,165876.18885560468,-18.504907608032227,0,0,193762.2070312499,134143.06640624994,0.0,17.784,9.4e-05,1904.2968750000002,12792.968750000002,10888.671875000002,60.0,-18.504907608032227,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[1.16030510e-33 2.77986968e-02 6.90482572e-02 ... 9.73141860e-06
 1.17173432e-06 5.60803366e-06]",,
1,15,1,15,3564.4531250000005,20.19945205479452,12.0,136409.8316457036,3131.8074692367873,0.13077611456690236,20.988405099764474,164199.7608327035,-17.366958618164062,0,0,38269.04296875,81372.07031250004,0.2006610291663391,17.712000000000003,9.1e-05,1855.4687500000002,13330.078125000002,11474.609375000002,60.0,-17.366958618164062,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[3.03172982e-33 8.92766492e-03 2.80673299e-02 ... 1.80656475e-05
 1.24394233e-05 1.38699805e-05]",,
1,16,1,16,3564.4531250000005,20.19945205479452,12.0,109834.44951586552,3436.977332719212,0.14393186145773662,16.503664175878352,127318.29186381865,-16.489269256591797,0,0,139379.88281250003,181274.4140625,0.0,17.712000000000003,9.2e-05,2050.7812500000005,12353.515625000002,10302.734375000002,60.0,-16.489269256591797,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[5.22779610e-34 1.54441513e-02 4.85985246e-02 ... 2.30511948e-05
 1.69294470e-05 2.11052934e-05]",,
1,17,1,17,3564.4531250000005,20.19945205479452,12.0,100112.78041016925,9096.83855293601,0.3568075511214105,14.428677365613996,127326.2414607224,-15.381250381469727,0,0,68884.27734375003,179663.0859374999,0.20232987250526535,17.64,8.6e-05,2246.0937500000005,12011.718750000002,9765.625000000002,60.0,-15.381250381469727,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[1.78097797e-32 2.28178820e-02 5.08864187e-02 ... 1.61366456e-05
 1.07375123e-05 1.33670079e-05]",,
1,18,1,18,3515.6250000000005,20.479999999999997,12.0,81283.45148576294,2115.8939744666563,0.09709527520407474,11.166465145790252,172916.3079806573,-14.420952796936035,0,0,135351.56250000003,180468.74999999994,0.2545260191961731,17.424,8.3e-05,2001.9531250000002,16210.937500000002,14208.984375000002,60.0,-14.420952796936035,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[6.07007875e-32 5.70067322e-03 2.80287816e-02 ... 2.58680767e-05
 1.12977531e-05 3.93047848e-06]",,
1,19,1,19,3564.4531250000005,20.19945205479452,12.0,71395.23444491495,1915.262933278967,0.08462339920372962,9.002224345836531,144990.51254991448,-13.44501781463623,0,0,140991.2109375,245324.7070312501,0.12581128098334546,17.352,8.6e-05,2050.7812500000005,15576.171875000002,13525.390625000002,60.0,-13.44501781463623,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[5.44335288e-34 2.02475885e-02 5.90306335e-02 ... 1.83063007e-05
 1.08497215e-05 7.59714900e-06]",,
