,row,record,x,y,frequency,thickness,expected_thickness,amplitude,noise_amplitude,noise_ratio,thickness_frequency_amplitude,p_wave_integral,y_loc,left_clipped,right_clipped,left_amp_max,right_amp_max,exp_decay,time_delay,contact_time,starting_frequency,ending_frequency,frequency_range,x_localized,y_localized,frequencies,mean_amplitudes,noise,clipped,debond,thickness_diff,defect,ie_defect,ie_defects
39,0,39,0,63,2783.2031249999995,25.869473684210533,13.125,919292422.138378,10963.85562249944,0.0180091034450076,48745.90869816768,29665435.857689627,0,1,0,825000,825000,0.5017610584387395,23.76,7e-05,0.0,49999.99999999999,49999.99999999999,0,0,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.99023437e+04
 4.99511719e+04 5.00000000e+04]","[8.49209034e-28 1.20223499e+02 3.39777178e+02 ... 5.19358657e-05
 1.94009742e-04 2.61061338e-05]",0,1,1,1,0,0,0
40,0,40,0,64,3124.9999999999995,23.040000000000006,13.125,941809662.952932,12545.49416397129,0.0205965978144889,46364.05559735867,35232460.61000487,0,1,1,825000,825000,0.753566193079709,18.0,8e-05,0.0,49999.99999999999,49999.99999999999,0,0,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.99023437e+04
 4.99511719e+04 5.00000000e+04]","[2.00173249e-28 2.49808155e+01 8.92907832e+01 ... 1.50472099e-08
 6.24547299e-05 9.17174786e-09]",0,1,1,1,0,0,0
41,0,41,0,65,2636.7187499999995,27.306666666666672,13.125,1160364078.3836992,500542.96457430295,0.6952867100282965,101324.30927863743,40694783.32485169,0,1,1,825000,825000,0.0,20.16,8e-05,0.0,49999.99999999999,49999.99999999999,0,0,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.99023437e+04
 4.99511719e+04 5.00000000e+04]","[1.11479867e-30 1.17719161e+01 8.10800042e+01 ... 5.70307500e-08
 3.23771699e-05 3.36222763e-08]",1,1,1,1,0,0,0
42,0,42,0,66,3564.4531249999995,20.199452054794524,13.125,996764876.9279896,13150.96215828239,0.0214058996649393,56696.22781944008,37600559.65256304,0,1,1,825000,825000,0.8743572091251275,20.88,9e-05,0.0,49999.99999999999,49999.99999999999,0,0,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.99023437e+04
 4.99511719e+04 5.00000000e+04]","[1.49333971e-27 4.11319782e+01 1.67400029e+02 ... 1.86830812e-08
 1.25116350e-04 7.60804712e-09]",0,1,1,1,0,0,0
43,0,43,0,67,2197.2656249999995,30.0,13.125,1427871288.7026808,535900.2247804571,0.610603574059484,91997.61320426466,46595166.79522649,0,1,1,825000,825000,0.0,20.88,7e-05,0.0,49999.99999999999,49999.99999999999,0,0,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.99023437e+04
 4.99511719e+04 5.00000000e+04]","[4.82306496e-28 9.08876680e+01 2.37073118e+02 ... 5.60896348e-08
 2.22724254e-04 3.59399197e-08]",1,1,1,1,0,0,0
44,0,44,0,68,2148.4374999999995,30.0,13.125,1489415190.0054328,566390.5543376879,0.6481253887078411,124402.22994174104,45175072.86183708,0,1,1,825000,825000,0.919029610034386,18.72,0.0001,0.0,49999.99999999999,49999.99999999999,0,0,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.99023437e+04
 4.99511719e+04 5.00000000e+04]","[1.11319336e-27 1.07960437e+02 2.44725698e+02 ... 2.23705696e-08
 2.45503380e-04 1.18379124e-08]",1,1,1,1,0,0,0
45,0,45,0,69,2539.0624999999995,28.35692307692308,13.125,1545675428.500163,48535.47810526895,0.0664978541306488,134719.6976012823,52396792.7345903,0,1,0,825000,822985,0.6765305040120277,9.36,0.0001,0.0,49999.99999999999,49999.99999999999,0,0,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.99023437e+04
 4.99511719e+04 5.00000000e+04]","[2.12302259e-28 3.34088020e+01 4.94785520e+01 ... 1.21374786e-05
 9.48521942e-05 6.08402269e-06]",0,1,1,1,0,0,0
46,0,46,0,70,3222.6562499999995,22.341818181818184,13.125,1275194453.208902,634635.5448659565,1.0,57748.88353065467,38572457.89438061,0,1,0,825000,543420,0.0,18.0,8e-05,0.0,49999.99999999999,49999.99999999999,0,0,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.99023437e+04
 4.99511719e+04 5.00000000e+04]","[6.42124033e-30 6.61347694e+01 1.07004190e+02 ... 1.65402495e-05
 1.89520699e-04 8.26146430e-06]",1,1,1,1,0,0,0
47,0,47,0,71,3173.8281249999995,22.685538461538464,13.125,1466761841.2924466,531081.9241383936,0.6090432661541735,98637.94403712584,44809524.73380247,0,1,1,825000,825000,0.9006208503274674,19.44,8e-05,0.0,49999.99999999999,49999.99999999999,0,0,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.99023437e+04
 4.99511719e+04 5.00000000e+04]","[3.45320036e-28 2.39686351e+01 1.26247030e+02 ... 1.23109813e-07
 8.86768387e-05 5.91091248e-08]",1,1,1,1,0,0,0
48,0,48,0,72,3710.9375,19.402105263157896,13.125,1478206064.1335225,492580.1921391105,1.0,68206.38278324441,26642772.581420034,0,1,0,825000,742822,1.0643658241875291,25.92,9e-05,0.0,49999.99999999999,49999.99999999999,0,0,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.99023437e+04
 4.99511719e+04 5.00000000e+04]","[3.25978279e-28 5.05061586e+01 7.47448018e+01 ... 3.29287383e-05
 1.81998136e-04 1.63774752e-05]",1,1,1,1,0,0,0
