row,record,x,y,amplitude,thickness,expected_thickness,diff
10,26,10,26,76846.20873,16.75636364,18,1.24
10,27,10,27,126575.6898,16.75636364,18,1.24
10,28,10,28,165665.4573,16.75636364,18,1.24
10,29,10,29,133518.215,16.75636364,18,1.24
10,30,10,30,123514.211,16.75636364,18,1.24
10,31,10,31,25227.57708,16.94896552,18,1.05
10,32,10,32,1777.585761,6.355862069,18,11.64
10,33,10,33,37828.76879,16.75636364,18,1.24
10,34,10,34,55259.91973,16.56808989,18,1.43
10,35,10,35,100554.1616,16.384,18,1.62
10,36,10,36,71901.05029,16.20395604,18,1.8
10,37,10,37,12025.59347,16.02782609,18,1.97
10,38,10,38,1577.381889,5.585454545,18,12.41
10,39,10,39,23190.31898,16.02782609,18,1.97
10,40,10,40,37272.40294,15.68680851,18,2.31
10,41,10,41,26856.22375,15.36,18,2.64
10,42,10,42,22869.97526,15.36,18,2.64
10,43,10,43,13560.41293,15.36,18,2.64
10,44,10,44,4914.140571,5.155804196,18,12.84
10,45,10,45,16333.79383,8.573023256,18,9.43
10,46,10,46,27695.99044,6.018612245,18,11.98
10,47,10,47,18804.19702,9.963243243,18,8.04
10,48,10,48,19317.84338,8.936727273,18,9.06
10,49,10,49,12681.72496,8.057704918,24,15.94
10,50,10,50,5463.003189,5.421176471,24,18.58
10,51,10,51,24908.33276,21.68470588,24,2.32
10,52,10,52,22947.98824,21.37043478,24,2.63
10,53,10,53,33673.73038,21.37043478,24,2.63
10,54,10,54,31618.52927,21.37043478,24,2.63
10,55,10,55,17285.33529,21.06514286,24,2.93
10,56,10,56,7155.203231,21.06514286,24,2.93
10,57,10,57,27557.00784,21.06514286,24,2.93
10,58,10,58,36386.65486,20.7684507,24,3.23
10,59,10,59,46626.16059,20.7684507,24,3.23
10,60,10,60,27537.63552,20.7684507,24,3.23
10,61,10,61,11692.06989,20.7684507,24,3.23
10,62,10,62,4418.695969,5.441180812,24,18.56
10,63,10,63,29662.24547,21.06514286,24,2.93
10,64,10,64,31912.45104,21.06514286,24,2.93
10,65,10,65,39841.51315,21.06514286,24,2.93
10,66,10,66,30699.05936,21.37043478,24,2.63
10,67,10,67,1730.959894,6.795207373,24,17.2
10,68,10,68,560.9605976,6.733150685,24,17.27
10,69,10,69,35210.30147,21.68470588,24,2.32
10,70,10,70,23822.94008,21.68470588,24,2.32
11,0,11,0,10373.58828,21.37043478,24,2.63
11,1,11,1,15705.71944,21.37043478,24,2.63
11,2,11,2,10390.02686,21.37043478,24,2.63
11,3,11,3,3273.819653,21.68470588,24,2.32
11,4,11,4,9483.952568,21.06514286,24,2.93
11,5,11,5,19987.62847,21.06514286,24,2.93
11,6,11,6,57741.02796,21.06514286,24,2.93
11,7,11,7,30924.18376,20.7684507,24,3.23
11,8,11,8,19112.72725,20.7684507,24,3.23
11,9,11,9,1080.155456,19.92648649,24,4.07
11,10,11,10,8663.638844,20.7684507,24,3.23
11,11,11,11,22830.57904,21.06514286,24,2.93
11,12,11,12,40804.19134,21.06514286,24,2.93
11,13,11,13,21460.97413,21.37043478,24,2.63
11,14,11,14,16267.3898,21.68470588,24,2.32
11,15,11,15,586.5428393,22.00835821,24,1.99
11,16,11,16,4935.316333,21.68470588,24,2.32
11,17,11,17,18886.42874,22.00835821,24,1.99
11,18,11,18,23786.68496,22.00835821,24,1.99
11,19,11,19,30264.73632,9.452307692,24,14.55
11,20,11,20,8609.844102,6.642162162,24,17.36
11,21,11,21,937.9890471,1.441407625,24,22.56
11,22,11,22,2818.860091,5.543458647,24,18.46
11,23,11,23,2628.267823,8.882891566,24,15.12
11,24,11,24,26546.73986,8.829700599,24,15.17
11,25,11,25,23021.80415,15.52168421,18,2.48
11,26,11,26,12827.28882,15.36,18,2.64
11,27,11,27,1455.109224,5.342608696,18,12.66
11,28,11,28,6789.721158,15.52168421,18,2.48
11,29,11,29,17651.68376,16.02782609,18,1.97
11,30,11,30,36386.92912,16.02782609,18,1.97
11,31,11,31,37971.65909,16.20395604,18,1.8
11,32,11,32,18432.03646,16.20395604,18,1.8
11,33,11,33,933.7537119,16.20395604,18,1.8
11,34,11,34,9866.676604,16.02782609,18,1.97
11,35,11,35,29760.85086,16.384,18,1.62
11,36,11,36,65551.13685,16.56808989,18,1.43
11,37,11,37,70304.93815,16.56808989,18,1.43
11,38,11,38,50933.05662,16.56808989,18,1.43
11,39,11,39,2317.384636,16.75636364,18,1.24
11,40,11,40,27393.28912,16.56808989,18,1.43
11,41,11,41,74112.94352,16.56808989,18,1.43
11,42,11,42,124323.4035,16.75636364,18,1.24
11,43,11,43,83854.66247,16.75636364,18,1.24
11,44,11,44,27959.68914,16.94896552,18,1.05
11,45,11,45,1343.622523,17.14604651,18,0.85
11,46,11,46,13849.95652,17.14604651,18,0.85
11,47,11,47,49516.1233,17.14604651,18,0.85
11,48,11,48,63723.49873,16.94896552,18,1.05
11,49,11,49,56425.45865,16.94896552,18,1.05
11,50,11,50,26695.92268,16.94896552,18,1.05
11,51,11,51,1626.53225,16.56808989,18,1.43
11,52,11,52,16932.53168,16.56808989,18,1.43
11,53,11,53,29967.55104,16.56808989,18,1.43
11,54,11,54,48899.20136,16.384,18,1.62
11,55,11,55,43147.66043,9.896375839,18,8.1
11,56,11,56,18243.46995,9.896375839,18,8.1
11,57,11,57,3784.354858,9.963243243,18,8.04
11,58,11,58,11226.44988,5.543458647,18,12.46
11,59,11,59,23732.79174,6.733150685,18,11.27
11,60,11,60,44148.66537,17.98243902,18,0.02
11,61,11,61,35743.43538,18.20444444,18,0.2
11,62,11,62,18314.11453,18.90461538,18,0.9
11,63,11,63,1713.234083,4.850526316,18,13.15
11,64,11,64,10120.31644,19.40210526,18,1.4
11,65,11,65,24516.32299,19.15012987,18,1.15
11,66,11,66,47311.66751,19.15012987,18,1.15
11,67,11,67,54592.23829,19.15012987,18,1.15
11,68,11,68,70379.84421,18.66531646,18,0.67
11,69,11,69,44662.26544,10.76321168,18,7.24
12,0,12,0,183888.8528,18.432,18,0.43
12,1,12,1,72992.2585,19.15012987,18,1.15
12,2,12,2,79941.38726,19.15012987,18,1.15
12,3,12,3,41298.7007,19.40210526,18,1.4
12,4,12,4,31101.9102,19.40210526,18,1.4
12,5,12,5,14613.42405,4.523190184,18,13.48
12,6,12,6,36404.29572,18.90461538,18,0.9
12,7,12,7,30360.62275,18.432,18,0.43
12,8,12,8,46237.01292,18.20444444,18,0.2
12,9,12,9,35898.97392,18.432,18,0.43
12,10,12,10,20502.58851,6.764036697,18,11.24
12,11,12,11,14603.32204,5.173894737,18,12.83
12,12,12,12,46487.80239,10.45787234,18,7.54
12,13,12,13,47570.72307,10.38422535,18,7.62
12,14,12,14,69001.82749,10.38422535,18,7.62
12,15,12,15,44252.02937,16.56808989,18,1.43
12,16,12,16,23892.00045,16.75636364,18,1.24
12,17,12,17,10791.72534,16.94896552,18,1.05
12,18,12,18,53887.22137,16.94896552,18,1.05
12,19,12,19,70592.8611,17.14604651,18,0.85
12,20,12,20,80122.96297,17.14604651,18,0.85
12,21,12,21,74428.26408,17.14604651,18,0.85
12,22,12,22,30831.61825,17.34776471,18,0.65
12,23,12,23,9824.004191,17.14604651,18,0.85
12,24,12,24,58603.10578,17.14604651,18,0.85
12,25,12,25,101135.6055,16.94896552,18,1.05
12,26,12,26,118895.0884,16.94896552,18,1.05
12,27,12,27,66527.35013,16.94896552,18,1.05
12,28,12,28,33536.6954,16.94896552,18,1.05
12,29,12,29,7082.736968,16.94896552,18,1.05
12,30,12,30,52193.50241,16.94896552,18,1.05
12,31,12,31,74822.11849,16.94896552,18,1.05
12,32,12,32,52022.87268,16.75636364,18,1.24
12,33,12,33,33405.26925,16.75636364,18,1.24
12,34,12,34,15901.19968,16.56808989,18,1.43
12,35,12,35,3891.51486,16.56808989,18,1.43
12,36,12,36,35936.63548,16.56808989,18,1.43
12,37,12,37,61369.7519,16.75636364,18,1.24
12,38,12,38,64607.95451,16.75636364,18,1.24
12,39,12,39,35793.78897,16.94896552,18,1.05
12,40,12,40,13832.93224,14.7456,18,3.25
12,41,12,41,3622.148384,14.89454545,18,3.11
12,42,12,42,20668.05778,15.04653061,18,2.95
12,43,12,43,37501.25796,12.93473684,18,5.07
12,44,12,44,39269.73617,8.192,18,9.81
12,45,12,45,22036.29119,8.101978022,18,9.9
12,46,12,46,9367.789348,13.9109434,18,4.09
12,47,12,47,4906.966471,4.711054313,18,13.29
12,48,12,48,19679.02618,19.6608,18,1.66
12,49,12,49,26777.87656,19.40210526,24,4.6
12,50,12,50,26959.06485,10.03102041,24,13.97
12,51,12,51,22155.97773,5.084689655,24,18.92
12,52,12,52,11358.98193,22.00835821,24,1.99
12,53,12,53,35003.59647,16.94896552,24,7.05
12,54,12,54,29616.33686,21.68470588,24,2.32
12,55,12,55,29758.74197,21.68470588,24,2.32
12,56,12,56,21719.91328,21.06514286,24,2.93
12,57,12,57,20572.43524,21.06514286,24,2.93
12,58,12,58,9916.640751,20.7684507,24,3.23
12,59,12,59,4844.43767,4.666329114,24,19.33
12,60,12,60,29368.22058,20.7684507,24,3.23
12,61,12,61,47504.9076,21.06514286,24,2.93
12,62,12,62,39636.79992,21.06514286,24,2.93
12,63,12,63,25723.25538,21.06514286,24,2.93
12,64,12,64,10436.4212,21.06514286,24,2.93
12,65,12,65,3153.873625,5.502089552,24,18.5
12,66,12,66,16109.38013,21.37043478,24,2.63
12,67,12,67,28753.74415,21.37043478,24,2.63
12,68,12,68,41845.57121,21.37043478,24,2.63
12,69,12,69,25070.44579,21.37043478,24,2.63
12,70,12,70,11995.8697,21.37043478,24,2.63
