x,y,impactor,frequency,thickness,expected_thickness,amplitude,noise_amplitude,noise_ratio,thickness_frequency_amplitude,p_wave_integral,y_loc,transducers_clipped,transducers_amp_max,exp_decay,time_delay,contact_time,starting_frequency,ending_frequency,frequency_range,calculated_cpp,ie_defects,pre_impact_resonance_frequency,pre_impact_resonance_frequency_amplitude,x_localized,y_localized,frequencies,mean_amplitudes,impactor_mass,sensor_ids,x_bin,y_bin,noise,clipped,debond,thickness_diff,defect,ie_defect
1,18,1,15869.14063,4.537107692,12,21126375.11,9331.049154,0.329110032,3.118610816,12617045.83,21.90982246,"[0, 0, 0]","[382690.4296875, 547851.5625, 312194.82421875]",0.152552459,19.296,6.50E-05,3222.65625,27148.4375,23925.78125,31738.28125,0,927.734375,0.945537653,6,21.90982246,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[2.37112451e-32 9.73764215e-03 1.85565751e-02 ... 3.45430829e-06
 1.74299313e-06 1.91737693e-06]",8.5,"[1, 0, 2]",6,21,0,0,0,0,1,0
1,19,0,3808.59375,18.90461538,12,2389578.434,4338.618881,0.167696442,10.39300468,13212409.91,23.10788727,"[0, 0, 0]","[97082.51953125003, 87414.55078125004, 148242.18749999994]",0.341919968,16.848,0.000128,0,20166.01563,20166.01563,7617.1875,1,2392.578125,0.535261459,6,23.10788727,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[4.89901759e-33 3.48558321e-02 7.52673393e-02 ... 2.67191046e-06
 8.08573725e-07 1.15330988e-06]",37.5,"[1, 0, 2]",6,23,0,0,0,1,1,1
1,20,1,9667.96875,7.447272727,12,33924291.79,13078.82856,0.345215682,7.489452028,17248582.02,23.96910477,"[0, 0, 0]","[623181.15234375, 744433.59375, 394775.390625]",0.071533609,19.584,6.50E-05,1464.84375,32080.07813,30615.23438,19335.9375,0,97.65625,1.109744871,6,23.96910477,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[3.27785646e-32 1.48020031e-02 2.64812395e-02 ... 1.85741065e-05
 1.63922714e-05 1.64209654e-05]",8.5,"[1, 0, 2]",6,23,0,0,0,0,1,0
1,21,0,3808.59375,18.90461538,12,1251488.162,6142.344264,0.286499375,8.313902447,11338256.32,24.70676041,"[0, 0, 0]","[75329.58984375004, 67675.78124999996, 135351.56250000003]",0.319128288,16.848,0.000134,0,49902.34375,49902.34375,7617.1875,1,2490.234375,0.317189193,6,24.70676041,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[8.57341687e-34 2.48831787e-02 5.11186146e-02 ... 2.70187472e-06
 1.35502554e-06 4.61424667e-06]",37.5,"[1, 0, 2]",6,24,0,0,0,1,1,1
1,22,1,7324.21875,9.8304,12,29598224.79,11953.11907,0.300910937,10.51138566,17514530.41,25.57596016,"[0, 0, 0]","[549462.8906249999, 711804.19921875, 553088.37890625]",0.062888512,19.656,6.50E-05,1416.015625,32519.53125,31103.51563,14648.4375,0,97.65625,0.935879246,6,25.57596016,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[7.86020155e-33 1.51798060e-02 2.76538332e-02 ... 2.72817593e-05
 1.98587221e-05 1.63745147e-05]",8.5,"[1, 0, 2]",6,25,0,0,0,0,1,0
1,23,0,3759.765625,19.15012987,12,2144723.43,9529.369371,0.380027085,11.41380963,13523901.81,26.58089256,"[0, 0, 0]","[92248.53515624997, 91845.70312499996, 157507.32421875003]",0.273933237,16.632,0.0001,0,22851.5625,22851.5625,7519.53125,0,3613.28125,0.750763529,6,26.58089256,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[2.72855684e-32 4.00808711e-02 8.22301089e-02 ... 1.42560205e-05
 9.12110422e-06 1.10187675e-05]",37.5,"[1, 0, 2]",6,26,1,0,0,1,0,0
1,24,1,3710.9375,19.40210526,12,19912906.34,10645.60755,0.352449249,3.428825812,12336440.52,28.0687809,"[0, 0, 0]","[613513.18359375, 550671.38671875, 553491.2109375]",0.122805902,19.44,6.70E-05,1416.015625,32617.1875,31201.17188,7421.875,1,1025.390625,0.597500116,6,28.0687809,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[1.84290155e-33 1.49292381e-02 2.64112260e-02 ... 6.86266441e-06
 1.49093515e-06 2.13394806e-06]",8.5,"[1, 0, 2]",6,28,0,0,0,1,1,1
1,25,0,3759.765625,19.15012987,12,2482583.723,4822.498117,0.181106027,14.11460294,14530515.38,29.11146355,"[0, 0, 0]","[125683.59375000004, 112792.96875, 186511.23046874994]",0.333839987,16.704,0.000124,537.109375,25732.42188,25195.3125,7519.53125,1,1953.125,0.459040662,6,29.11146355,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[1.67065209e-32 4.17999832e-02 9.13585622e-02 ... 2.67494669e-06
 7.24813255e-06 1.19117841e-05]",37.5,"[1, 0, 2]",6,29,0,0,0,1,1,1
1,26,1,3710.9375,19.40210526,12,8532921.952,9440.01529,0.397972739,3.674059313,9048652.576,29.75868988,"[0, 0, 0]","[228405.76171874994, 284399.4140625, 236462.40234375006]",0.12296395,19.512,7.40E-05,1513.671875,23974.60938,22460.9375,7421.875,1,97.65625,0.756639932,6,29.75868988,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[2.68270203e-33 1.37073000e-02 2.44871684e-02 ... 5.83975516e-06
 8.15275417e-06 1.23278648e-05]",8.5,"[1, 0, 2]",6,29,0,0,0,1,1,1
1,27,0,3808.59375,18.90461538,12,2407171.647,7879.01418,0.289417683,14.8786107,13819478.22,30.55127335,"[0, 0, 0]","[112390.13671874997, 107153.32031250003, 134545.89843749997]",0.616071821,17.064,9.50E-05,0,18603.51563,18603.51563,7617.1875,1,3369.140625,0.614896691,6,30.55127335,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[2.88488993e-32 3.68463478e-02 7.84702937e-02 ... 4.89163061e-06
 9.78801642e-07 8.14602329e-07]",37.5,"[1, 0, 2]",6,30,0,0,0,1,1,1
1,28,1,3759.765625,19.15012987,12,28944586.04,11010.86083,0.363364544,4.929023917,12609944.22,31.49972153,"[0, 0, 0]","[588134.765625, 663464.35546875, 735571.2890624999]",0.078206664,20.088,6.30E-05,1513.671875,33837.89063,32324.21875,7519.53125,1,1025.390625,0.642835806,6,31.49972153,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[2.01221160e-32 1.40959819e-02 2.49653831e-02 ... 2.81707292e-06
 9.81720224e-07 2.69423033e-07]",8.5,"[1, 0, 2]",6,31,0,0,0,1,1,1
1,29,0,3808.59375,18.90461538,12,1457144.673,4671.791351,0.233903959,12.28260165,12512526.53,32.87934494,"[0, 0, 0]","[80163.57421874997, 72509.765625, 215917.9687499999]",0.749608286,16.632,0.000137,195.3125,15136.71875,14941.40625,7617.1875,1,1806.640625,0.303556408,6,32.87934494,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[3.34578951e-32 3.28058944e-02 7.05752134e-02 ... 1.33268123e-06
 2.10184535e-06 4.91935364e-06]",37.5,"[1, 0, 2]",6,32,0,0,0,1,1,1
1,30,1,3808.59375,18.90461538,12,12976645.24,10560.58567,0.431059827,3.909781016,11498274.78,33.98534393,"[0, 0, 0]","[351269.53125000006, 442309.57031249994, 261840.8203125]",0.165414834,19.296,6.90E-05,1904.296875,25048.82813,23144.53125,7617.1875,1,1269.53125,0.551117164,6,33.98534393,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[2.26530573e-33 7.30224581e-03 1.30058817e-02 ... 1.69241496e-05
 1.67328006e-05 1.94270183e-05]",8.5,"[1, 0, 2]",6,33,0,0,0,1,1,1
1,31,0,3955.078125,18.20444444,12,12754610.89,14143.5359,0.27333643,20.41473161,24194920.37,34.89110565,"[0, 0, 0]","[199401.85546875, 237670.8984375, 169592.28515625003]",0.266341371,15.984,0.000101,1025.390625,18701.17188,17675.78125,7910.15625,1,4199.21875,12.87364841,6,34.89110565,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[1.06385106e-31 3.59506540e-02 8.15882205e-02 ... 1.70679621e-06
 3.09691809e-06 5.95750059e-06]",37.5,"[1, 0, 2]",6,34,0,0,0,1,1,1
1,32,1,3808.59375,18.90461538,12,23316145.4,9878.202842,0.32648361,4.113840565,12668655.68,35.60036469,"[0, 0, 0]","[503137.2070312499, 586523.4374999999, 453186.03515625]",0.094986842,19.224,6.40E-05,1855.46875,32568.35938,30712.89063,7617.1875,1,97.65625,0.629771734,6,35.60036469,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[2.25755440e-32 8.85077150e-03 1.65264287e-02 ... 5.31032562e-05
 4.71264631e-05 3.84376327e-05]",8.5,"[1, 0, 2]",6,35,0,0,0,1,1,1
1,33,0,3857.421875,18.66531646,12,1673299.792,4137.465175,0.169627599,7.490098019,10764229.24,36.63759995,"[0, 0, 0]","[68884.27734375003, 76940.91796875003, 80969.23828125003]",0.487327871,15.984,0.000124,341.796875,15527.34375,15185.54688,7714.84375,1,2001.953125,0.327071661,6,36.63759995,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[3.24415122e-32 3.26768123e-02 7.42226375e-02 ... 2.03172957e-05
 1.64492013e-05 1.80038541e-05]",37.5,"[1, 0, 2]",6,36,0,0,0,1,1,1
1,34,1,7128.90625,10.09972603,12,31688031.56,11718.40647,0.366573295,3.352184447,14551569.92,37.71920013,"[0, 0, 0]","[581689.4531249999, 727917.48046875, 568798.828125]",0.058254524,19.224,6.70E-05,1562.5,32617.1875,31054.6875,14257.8125,0,97.65625,0.936311296,6,37.71920013,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[1.34173205e-31 9.25189604e-03 1.71402693e-02 ... 7.14435951e-06
 2.46922494e-06 2.39533901e-06]",8.5,"[1, 0, 2]",6,37,0,0,0,0,1,0
1,35,0,4541.015625,15.85548387,12,1311120.151,3793.072682,0.210707838,4.23988824,9236243.158,39.02607346,"[0, 0, 0]","[70898.43750000003, 68481.4453125, 142602.53906249997]",0.476331841,17.208,0.000126,292.96875,18212.89063,17919.92188,9082.03125,1,2099.609375,0.295597294,6,39.02607346,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[2.33177043e-32 1.76039652e-02 3.85474367e-02 ... 1.85930157e-05
 1.29941303e-05 1.10870076e-05]",37.5,"[1, 0, 2]",6,39,0,0,0,1,1,1
1,36,1,13623.04688,5.28516129,12,31607709.41,12331.53754,0.340136103,15.21213556,18123477.14,39.91132355,"[0, 0, 0]","[568798.828125, 725097.65625, 519653.3203125]",0.130927502,18.216,6.50E-05,1953.125,31738.28125,29785.15625,27246.09375,0,97.65625,1.063687844,6,39.91132355,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[2.27865066e-31 1.02365149e-02 1.88938442e-02 ... 2.42133824e-05
 1.38195358e-05 8.35161710e-06]",8.5,"[1, 0, 2]",6,39,0,0,0,0,1,0
1,37,0,4492.1875,16.02782609,12,2362991.259,4682.472008,0.173340366,8.613407713,12525807.72,40.74059677,"[0, 0, 0]","[80566.40625, 94262.69531249997, 112390.13671874997]",0.371389533,16.632,0.000124,48.828125,18994.14063,18945.3125,8984.375,1,1513.671875,0.46417114,6,40.74059677,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[1.37174670e-32 3.81826543e-02 8.17209830e-02 ... 2.48786243e-05
 1.27581365e-05 7.49545668e-06]",37.5,"[1, 0, 2]",6,40,0,0,0,1,1,1
1,38,1,14111.32813,5.102283737,12,54455791.68,14040.74627,0.203584019,40.56778374,31073910.36,41.55554581,"[0, 0, 0]","[542614.74609375, 776660.15625, 357312.01171875006]",0.132440271,18,8.20E-05,10351.5625,13525.39063,3173.828125,28222.65625,0,1855.46875,1.549202768,6,41.55554581,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[1.06689716e-31 1.14312336e-02 2.27090413e-02 ... 4.10029616e-05
 3.12624115e-05 3.08958037e-05]",8.5,"[1, 0, 2]",6,41,0,0,1,0,0,0
1,39,0,3710.9375,19.40210526,12,1740391.012,7660.035238,0.360268781,4.444891208,8042301.758,42.69741821,"[0, 0, 0]","[71301.26953125004, 99499.51171875004, 114807.12890625]",0.420963625,16.128,0.000125,439.453125,17871.09375,17431.64063,7421.875,0,2001.953125,0.40468108,6,42.69741821,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[2.68270203e-33 3.05508280e-02 7.15967076e-02 ... 1.27758205e-05
 1.08816494e-05 1.58426557e-05]",37.5,"[1, 0, 2]",6,42,1,0,0,1,0,0
1,40,1,13378.90625,5.381605839,12,28044121.14,11428.31499,0.244851483,19.25446833,19676045.55,43.89391327,"[0, 0, 0]","[358117.6757812501, 534558.10546875, 348852.5390624999]",0.053442063,18.072,7.60E-05,2294.921875,20605.46875,18310.54688,26757.8125,0,97.65625,1.019373733,6,43.89391327,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[1.21823108e-31 1.08892514e-02 2.01759713e-02 ... 4.42785041e-06
 5.87803469e-06 8.78572100e-06]",8.5,"[1, 0, 2]",6,43,0,0,0,0,1,0
1,41,0,3808.59375,18.90461538,12,1310342.516,3928.640029,0.274762137,4.481584842,8427675.346,45.01226425,"[0, 0, 0]","[56396.484375, 69689.94140624996, 74926.75781250003]",0.354804672,16.2,0.000123,537.109375,18359.375,17822.26563,7617.1875,1,2734.375,0.300198097,6,45.01226425,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[5.30274563e-32 1.57755066e-02 3.63303939e-02 ... 2.14048226e-05
 1.16110555e-05 5.35933630e-06]",37.5,"[1, 0, 2]",6,45,0,0,0,1,1,1
1,42,1,8154.296875,8.829700599,12,31045915.16,13362.62372,0.488920096,4.208615372,14004829.39,45.83995056,"[0, 0, 0]","[387927.24609374994, 570812.98828125, 316625.9765624999]",0,16.56,7.10E-05,2539.0625,22021.48438,19482.42188,16308.59375,0,1855.46875,1.15518508,6,45.83995056,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[7.57932455e-34 8.05602484e-03 1.52132828e-02 ... 3.13940367e-05
 2.01980265e-05 1.14579554e-05]",8.5,"[1, 0, 2]",6,45,0,0,0,0,1,0
1,43,0,3906.25,18.432,12,2006267.876,4438.698935,0.245467704,7.196300342,9638145.672,46.59846497,"[0, 0, 0]","[66467.28515625, 97082.51953125003, 111987.30468749996]",0.197496595,16.056,0.000125,341.796875,25683.59375,25341.79688,7812.5,1,2099.609375,0.417044178,6,46.59846497,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[2.79056751e-32 1.21084896e-02 2.65139900e-02 ... 1.62319427e-05
 1.14229812e-05 9.52281550e-06]",37.5,"[1, 0, 2]",6,46,0,0,0,1,1,1
1,44,1,13525.39063,5.3233213,12,135039533.8,11653.61123,0.119208797,144.7693179,53915458.83,47.69439697,"[0, 60, 0]","[445935.05859375006, 825000.0, 368188.4765625001]",0.072668149,14.04,7.40E-05,7666.015625,15869.14063,8203.125,27050.78125,0,97.65625,1.209120817,6,47.69439697,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[4.59049706e-31 4.11955644e-02 7.56761196e-02 ... 2.31509285e-05
 2.64676624e-05 3.73865748e-05]",8.5,"[1, 0, 2]",6,47,0,0,1,0,0,0
1,45,0,4003.90625,17.98243902,12,5479865.534,5337.884095,0.206944001,8.206921931,13032664.95,48.71249771,"[0, 0, 0]","[99499.51171875004, 181677.2460937499, 116418.45703124997]",0.097511004,16.704,0.000118,390.625,19873.04688,19482.42188,8007.8125,1,1660.15625,0.961137156,6,48.71249771,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[1.88200660e-32 4.75724203e-04 1.41373674e-03 ... 3.15356345e-06
 7.84488922e-07 3.37975907e-07]",37.5,"[1, 0, 2]",6,48,0,0,0,1,1,1
1,46,1,12792.96875,5.628091603,12,86779706.28,12286.71769,0.133829076,65.27202158,47020251.62,50.00644684,"[0, 20, 0]","[308972.16796874994, 824194.3359374999, 292053.22265625]",0.154451881,13.176,6.50E-05,5859.375,19335.9375,13476.5625,25585.9375,0,97.65625,1.269860956,6,50.00644684,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[1.75615628e-32 1.48643980e-02 2.69631767e-02 ... 1.05664009e-05
 7.53585984e-06 6.52609689e-06]",8.5,"[1, 0, 2]",6,50,0,0,1,0,0,0
1,47,0,7324.21875,9.8304,12,1735061.016,4211.416894,0.239793153,2.382344984,8358102.81,51.01128769,"[0, 0, 0]","[71301.26953125004, 89428.71093750004, 86608.88671875]",0.179726915,14.616,0.00013,683.59375,16796.875,16113.28125,14648.4375,0,2001.953125,0.495738615,6,51.01128769,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[5.03052899e-33 1.11019994e-03 3.16130322e-03 ... 9.44041952e-07
 3.54925782e-06 8.72594763e-06]",37.5,"[1, 0, 2]",6,51,0,0,0,0,1,0
1,48,1,12841.79688,5.606692015,12,73988058.2,11589.80148,0.114155635,155.4527409,53727724.63,51.92382431,"[0, 14, 0]","[412500.0, 824597.16796875, 293261.71874999994]",0.258650348,13.176,6.20E-05,5126.953125,16748.04688,11621.09375,25683.59375,0,97.65625,1.084177035,6,51.92382431,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[1.04265029e-31 8.34483654e-02 1.52698902e-01 ... 9.07211248e-07
 1.06807028e-06 6.79127713e-06]",8.5,"[1, 0, 2]",6,51,0,0,1,0,0,0
1,49,0,5175.78125,13.9109434,12,4752660.476,4948.514054,0.180406112,10.8172049,14895781.6,52.66022491,"[0, 0, 0]","[72106.93359374997, 130517.57812499997, 122460.93749999997]",0,11.376,0.000121,537.109375,21142.57813,20605.46875,10351.5625,0,2001.953125,0.659204232,6,52.66022491,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[5.46514806e-32 1.41130181e-02 3.91277242e-02 ... 2.73756816e-05
 1.58258164e-05 1.01837904e-05]",37.5,"[1, 0, 2]",6,52,0,0,0,0,1,0
1,50,1,5175.78125,13.9109434,12,39887089.53,11458.88577,0.187861271,21.09421785,29199712.87,53.62879562,"[0, 0, 0]","[354089.35546875, 655407.71484375, 218334.96093750006]",0.282668508,13.824,6.30E-05,0,49951.17188,49951.17188,10351.5625,0,1855.46875,1.175102076,6,53.62879562,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[1.70703546e-32 4.40349203e-02 8.39497980e-02 ... 2.17362516e-05
 7.81853961e-06 1.20026659e-06]",8.5,"[1, 0, 2]",6,53,0,0,0,0,1,0
1,51,0,5273.4375,13.65333333,12,1536349.425,3323.343308,0.173231816,6.888628613,9595529.547,54.89764023,"[0, 0, 0]","[68078.61328124997, 80163.57421874997, 95068.35937500003]",0.524252767,11.808,0.000128,488.28125,16650.39063,16162.10938,10546.875,0,1904.296875,0.469037046,6,54.89764023,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[3.20103170e-33 5.57718894e-03 1.65771950e-02 ... 1.18936456e-05
 7.58707271e-06 7.70862912e-06]",37.5,"[1, 0, 2]",6,54,0,0,0,0,1,0
1,52,1,15820.3125,4.551111111,12,51117671.5,13292.75067,0.187610963,24.14265502,33065747.94,55.87409592,"[0, 10, 0]","[360534.66796875, 824597.16796875, 373828.12499999994]",0.124933141,14.256,6.40E-05,0,49951.17188,49951.17188,31640.625,0,2294.921875,1.286826513,6,55.87409592,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[3.48374584e-34 6.57091459e-02 1.24485089e-01 ... 1.55605393e-05
 1.25167900e-05 1.88740989e-05]",8.5,"[1, 0, 2]",6,55,0,0,1,0,0,0
1,53,0,5371.09375,13.40509091,12,1391689.69,2417.485624,0.151569239,4.502446555,8068851.139,56.97511292,"[0, 0, 0]","[80566.40625, 77746.58203124996, 151062.01171875]",0.236066542,12.024,0.000129,488.28125,18359.375,17871.09375,10742.1875,0,2001.953125,0.27311459,6,56.97511292,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[2.64657178e-33 1.28123555e-02 3.40655776e-02 ... 9.63577102e-06
 4.08733048e-06 2.78489562e-06]",37.5,"[1, 0, 2]",6,56,0,0,0,0,1,0
1,54,1,5078.125,14.17846154,12,29004210.63,11002.13421,0.213365662,13.71470417,23723962.04,57.75011063,"[0, 0, 0]","[360131.8359375001, 627612.3046875, 138171.38671874994]",0.203717832,14.616,6.90E-05,4736.328125,17089.84375,12353.51563,10156.25,1,2001.953125,0.873847684,6,57.75011063,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[2.43723730e-31 3.89669180e-02 7.27234320e-02 ... 1.14871243e-05
 8.23469317e-06 7.29187458e-06]",8.5,"[1, 0, 2]",6,57,0,0,0,1,1,1
1,55,0,5566.40625,12.93473684,12,1731815.39,3264.942103,0.158214094,6.961050754,9458326.413,58.71376419,"[0, 0, 0]","[91040.03906250003, 84997.55859375003, 100305.17578124997]",0.442875419,11.736,0.000131,732.421875,12500,11767.57813,11132.8125,0,1757.8125,0.474100513,6,58.71376419,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[3.07823783e-32 1.44079319e-02 4.66774250e-02 ... 2.60637230e-05
 2.29284276e-05 2.27674776e-05]",37.5,"[1, 0, 2]",6,58,0,0,0,0,1,0
1,56,1,24707.03125,2.914150198,12,79131259.97,12667.58964,0.165728963,31.21453567,36209248.75,59.76660156,"[47, 34, 0]","[825000.0, 825000.0, 241296.3867187501]",0.167399855,14.472,6.10E-05,4101.5625,29101.5625,25000,49414.0625,0,2001.953125,1.20805614,6,59.76660156,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[1.84290155e-33 6.07058360e-02 1.12102886e-01 ... 7.97787692e-06
 6.01741040e-06 6.97633717e-06]",8.5,"[1, 0, 2]",6,59,0,1,1,0,0,0
1,57,0,5029.296875,14.3161165,12,2284684.149,10393.66645,0.307164164,9.142742094,11511389.6,60.87095642,"[0, 0, 0]","[184497.07031249994, 86206.05468749997, 78552.24609375]",0.514707641,12.888,0.000133,195.3125,11816.40625,11621.09375,10058.59375,1,4248.046875,1.461387199,6,60.87095642,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[3.96820425e-33 1.17348631e-02 3.32797232e-02 ... 4.48541943e-06
 5.36347234e-06 6.36032887e-06]",37.5,"[1, 0, 2]",6,60,0,0,0,1,1,1
1,58,1,5224.609375,13.78093458,12,21399031.83,8933.797971,0.191261358,19.88333823,22378331.13,61.96822357,"[0, 0, 0]","[280773.92578124994, 532946.77734375, 178454.58984374994]",0.17733458,14.76,6.60E-05,3710.9375,25439.45313,21728.51563,10449.21875,0,1708.984375,0.817103555,6,61.96822357,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[5.75244823e-32 1.14181354e-02 2.14960331e-02 ... 9.52280579e-06
 1.00375500e-05 9.60025859e-06]",8.5,"[1, 0, 2]",6,61,0,0,0,0,1,0
1,59,0,5224.609375,13.78093458,12,2463678.744,10620.78968,0.359383158,24.77641183,15375398.43,62.9167099,"[0, 0, 0]","[259020.99609374994, 72912.59765625003, 108361.81640624997]",0,12.528,0.000141,0,11474.60938,11474.60938,10449.21875,0,4199.21875,1.412348806,6,62.9167099,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[3.30750368e-31 1.31468600e-02 3.61540126e-02 ... 9.46718700e-07
 6.05500715e-07 3.57485085e-07]",37.5,"[1, 0, 2]",6,62,0,0,0,0,1,0
1,60,1,5224.609375,13.78093458,12,52817308.3,10666.32592,0.164521546,22.48863055,28637287.15,63.800354,"[0, 4, 0]","[384704.58984375, 825000.0, 199804.68750000003]",0.077405269,14.472,6.10E-05,3955.078125,28320.3125,24365.23438,10449.21875,0,1855.46875,0.829439248,6,63.800354,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[3.03172982e-31 2.83667486e-02 5.24028744e-02 ... 1.17139864e-05
 8.80985539e-06 6.62493070e-06]",8.5,"[1, 0, 2]",6,63,0,0,1,0,0,0
1,61,0,4687.5,15.36,12,26783845.92,104513.202,1,194.5113089,44194124.23,64.7040863,"[1023, 0, 0]","[825000.0, 161938.47656250006, 116821.2890625]",0.739947789,14.76,0.000155,3710.9375,6054.6875,2343.75,9375,0,4785.15625,122.9170441,6,64.7040863,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[5.24457034e-31 2.71729654e-02 2.25883722e-01 ... 4.23107406e-06
 2.80392590e-06 3.46920106e-06]",37.5,"[1, 0, 2]",6,64,1,1,0,1,0,0
1,62,1,16406.25,4.388571429,12,24390957.57,6970.829588,0.10267,25.7924805,36200866.65,65.81130981,"[0, 0, 0]","[785925.2929687499, 528515.625, 259020.99609374994]",0,13.752,6.70E-05,3271.484375,28271.48438,25000,32812.5,0,2246.09375,0.379421763,6,65.81130981,"[0.00000000e+00 4.88281250e+01 9.76562500e+01 ... 4.98535156e+04
 4.99023438e+04 4.99511719e+04]","[1.23129513e-31 3.92831945e-02 7.14416952e-02 ... 1.78549395e-05
 1.77065734e-05 1.87656093e-05]",8.5,"[1, 0, 2]",6,65,0,0,0,0,1,0
